repo,weight
https://github.com/ethereum/go-ethereum,0.8067310348130452
https://github.com/ethereum/eips,0.09517882797622725
https://github.com/argotorg/solidity,0.028834194116639143
https://github.com/status-im/nimbus-eth2,0.013302595896113451
https://github.com/nethermindeth/nethermind,0.012751824251221651
https://github.com/openzeppelin/openzeppelin-contracts,0.012156510031280694
https://github.com/consensys/teku,0.007859170272051534
https://github.com/safe-global/safe-smart-account,0.006183517307952404
https://github.com/foundry-rs/foundry,0.004069863584199376
https://github.com/chainsafe/lodestar,0.002506806614571658
https://github.com/ethereum/execution-apis,0.0021987180238350655
https://github.com/ethpandaops/ethereum-package,0.0017853202108815908
https://github.com/ethers-io/ethers.js,0.0015844574621703448
https://github.com/paradigmxyz/reth,0.0014143799679744305
https://github.com/argotorg/sourcify,0.0009594363931159267
https://github.com/ethereum/consensus-specs,0.0005362787764793806
https://github.com/a16z/helios,0.0003133558270605859
https://github.com/wevm/viem,0.00031170773727755855
https://github.com/sigp/lighthouse,0.00030683238237007326
https://github.com/ethereum/remix-project,0.00023248227252585936
https://github.com/ethpandaops/checkpointz,0.00016968405739435703
https://github.com/erigontech/erigon,0.00012622208206102133
https://github.com/alloy-rs/alloy,0.00012611734942060405
https://github.com/nomicfoundation/hardhat,6.328911903583964e-05
https://github.com/ethereum/web3.py,6.079791453705782e-05
https://github.com/eth-infinitism/account-abstraction,4.8988305493052295e-05
https://github.com/hyperledger/besu,4.538048173447812e-05
https://github.com/prysmaticlabs/prysm,4.342429034624243e-05
https://github.com/ethdebug/format,3.0183180613022756e-05
https://github.com/vyperlang/vyper,2.3040309232159376e-05
https://github.com/ethpandaops/ethereum-helm-charts,2.229914070429758e-05
https://github.com/hyperledger-web3j/web3j,6.360590866577429e-06
https://github.com/ethereum-lists/chains,4.923589509799616e-06
https://github.com/vyperlang/titanoboa,4.1191472887093694e-06
https://github.com/nethereum/nethereum,3.8751847676459804e-06
https://github.com/scaffold-eth/scaffold-eth-2,1.7147626031151224e-06
https://github.com/grandinetech/grandine,6.393120505615066e-07
https://github.com/ethereum/py-evm,4.3343641956110393e-07
https://github.com/argotorg/fe,4.075874661729913e-07
https://github.com/ethereum/evmone,3.184699878228283e-07
https://github.com/apeworx/ape,2.323350376194337e-07
https://github.com/argotorg/hevm,7.278128963265689e-08
https://github.com/erigontech/silkworm,6.782579249643222e-08
https://github.com/argotorg/act,4.8210629318382544e-08
https://github.com/lambdaclass/lambda_ethereum_consensus,4.661872583351791e-08
